date,tmax,tmin,tavg,prcp,wspd,humidity,pressure,dew_point,cloud_cover,city,region,latitude,longitude,elevation
2000-01-01,17.2,3.1,9.4,0.0,6.0,76.0,1018.9,4.8,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-02,17.4,2.9,9.3,0.0,6.1,77.0,1018.6,4.8,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-03,17.7,3.1,9.6,0.0,6.2,76.0,1016.8,5.0,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-04,17.6,3.4,9.6,0.0,5.9,75.0,1016.2,4.8,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-05,17.5,3.2,9.6,0.0,8.0,77.0,1017.5,5.3,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-06,18.1,3.3,9.9,0.0,8.8,74.0,1016.3,4.8,25.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-07,16.8,3.4,10.1,0.0,6.5,73.0,1015.5,5.0,70.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-08,17.6,5.8,11.3,0.0,6.8,75.0,1014.5,6.4,38.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-09,16.8,5.1,10.5,0.6,9.9,73.0,1013.4,5.5,16.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-10,17.2,5.8,11.0,0.5,10.0,68.0,1014.5,4.8,35.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-11,12.0,8.7,9.9,12.4,15.7,84.0,1016.6,7.3,99.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-12,10.2,7.5,8.9,40.6,13.7,88.0,1011.4,7.0,98.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-13,11.4,5.4,8.1,14.2,14.7,91.0,1012.0,6.8,87.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-14,10.7,2.9,6.9,13.2,20.0,81.0,1013.5,3.7,51.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-15,10.7,1.3,5.3,0.1,7.8,81.0,1017.4,2.0,29.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-16,12.9,0.4,6.0,0.0,10.4,68.0,1021.4,-0.1,1.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-17,14.4,1.7,7.3,0.0,11.9,48.0,1020.8,-3.4,62.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-18,16.3,3.6,9.4,0.0,8.9,59.0,1019.5,1.6,94.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-19,16.8,6.1,10.9,0.0,13.8,65.0,1015.3,4.2,15.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-20,16.4,3.0,9.1,0.0,12.4,69.0,1011.2,3.1,22.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-21,16.9,0.7,8.6,0.2,8.1,68.0,1012.6,2.1,29.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-22,16.4,6.3,10.8,0.0,8.4,65.0,1016.3,3.9,75.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-23,16.1,3.2,9.3,0.0,11.3,64.0,1016.8,2.0,2.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-24,15.8,2.1,8.6,0.0,10.8,68.0,1017.7,2.2,32.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-25,11.5,7.1,9.0,9.1,13.7,81.0,1019.6,5.7,99.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-26,13.6,6.3,9.5,2.0,7.1,83.0,1021.7,6.6,67.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-27,15.7,3.9,9.2,0.0,9.2,71.0,1020.6,3.5,5.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-28,16.3,2.5,8.8,0.0,14.1,58.0,1019.9,0.3,7.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-29,17.7,1.7,9.0,0.0,13.0,59.0,1016.9,0.6,25.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-30,19.7,4.0,11.0,0.0,8.5,65.0,1014.5,3.9,13.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-01-31,17.1,7.8,11.4,6.6,20.0,76.0,1012.4,7.1,64.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-01,10.6,7.3,9.2,33.1,12.1,88.0,1010.5,7.4,99.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-02,14.5,6.8,10.2,0.4,7.9,76.0,1016.7,5.6,85.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-03,16.5,4.7,10.1,0.0,9.4,64.0,1018.5,3.2,47.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-04,14.8,6.8,10.4,0.6,11.8,61.0,1013.7,2.9,98.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-05,15.4,5.0,9.7,0.0,11.0,72.0,1011.1,4.5,57.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-06,15.7,3.1,9.3,0.0,9.4,75.0,1016.2,4.7,11.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-07,16.4,3.1,9.4,0.0,8.7,69.0,1015.7,3.3,1.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-08,16.4,2.6,9.8,0.3,8.7,66.0,1014.2,3.0,42.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-09,11.7,5.7,8.9,9.3,11.6,77.0,1015.6,5.0,88.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-10,12.5,5.4,8.8,6.3,13.0,84.0,1013.3,6.2,76.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-11,13.4,2.1,7.3,0.0,7.6,72.0,1012.9,1.4,18.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-12,13.8,1.2,7.0,0.1,8.2,73.0,1017.1,1.7,6.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-13,15.6,1.5,7.9,0.0,11.0,66.0,1018.0,0.9,3.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-14,17.0,-0.1,8.3,0.0,11.2,59.0,1018.4,-0.2,13.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-15,16.4,3.4,9.7,0.0,12.2,61.0,1016.3,1.9,83.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-16,14.7,3.4,9.3,0.6,7.9,60.0,1014.6,1.3,35.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-17,15.0,2.7,8.6,0.0,9.2,61.0,1013.4,0.6,8.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-18,15.0,0.6,7.8,0.0,8.9,65.0,1014.7,0.6,4.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-19,15.7,1.8,8.4,0.0,8.4,62.0,1015.1,0.5,36.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-20,15.6,2.9,8.7,0.1,10.4,60.0,1014.5,0.3,79.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-21,15.1,0.9,8.3,0.0,9.8,67.0,1017.9,1.7,5.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-22,16.4,2.5,9.4,0.0,9.1,56.0,1018.4,0.2,8.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-23,16.5,3.5,9.4,0.1,9.0,55.0,1018.3,0.0,10.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-24,17.5,2.2,9.6,0.0,14.3,52.0,1017.4,-1.1,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-25,18.1,0.9,9.3,0.0,11.8,51.0,1013.7,-1.6,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-26,19.0,0.5,9.7,0.0,10.4,53.0,1012.2,-1.1,8.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-27,19.7,5.2,12.0,0.0,10.4,53.0,1013.3,1.6,46.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-28,21.5,5.1,13.2,0.0,11.7,50.0,1014.8,2.1,32.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-02-29,22.1,6.1,14.3,0.0,10.5,52.0,1012.4,3.6,7.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-01,21.0,7.1,13.7,0.3,10.0,53.0,1010.1,3.4,8.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-02,20.4,5.4,13.0,0.0,8.8,53.0,1010.1,2.5,10.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-03,21.1,7.8,14.0,0.0,10.8,51.0,1010.1,3.3,38.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-04,12.9,3.9,9.2,15.5,20.4,83.0,1007.6,6.3,71.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-05,16.5,3.6,9.6,0.0,10.8,71.0,1014.4,3.9,24.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-06,19.1,2.4,10.9,0.0,7.6,62.0,1011.1,2.7,9.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-07,19.2,4.5,12.1,0.0,8.2,61.0,1013.8,4.1,22.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-08,20.2,5.3,12.7,0.0,13.8,59.0,1014.0,3.7,1.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-09,21.1,5.0,12.8,0.0,13.4,54.0,1010.1,2.2,1.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-10,22.1,5.3,14.1,0.0,9.5,56.0,1008.2,3.9,48.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-11,22.0,9.8,15.1,0.8,11.9,49.0,1007.2,4.1,35.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-12,21.5,9.9,14.9,0.8,12.8,53.0,1006.8,4.8,21.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-13,21.1,6.8,14.1,0.0,7.5,59.0,1008.7,5.0,6.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-14,22.1,6.4,14.5,0.0,13.0,56.0,1013.0,4.0,5.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-15,22.9,7.6,15.4,0.0,14.5,46.0,1012.6,2.4,14.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-16,20.8,11.0,15.4,0.7,17.8,49.0,1009.8,4.5,52.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-17,22.2,9.8,15.2,3.3,15.6,51.0,1008.5,4.3,31.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-18,21.0,5.5,13.5,0.0,9.2,53.0,1011.5,2.0,4.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-19,22.2,5.9,14.3,0.0,13.8,42.0,1014.6,-0.2,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-20,22.9,6.1,14.9,0.0,10.3,43.0,1013.0,0.8,74.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-21,19.1,11.5,14.4,3.0,12.2,61.0,1013.5,6.4,96.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-22,19.8,10.2,14.4,0.5,11.0,65.0,1013.6,7.6,52.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-23,22.7,8.1,15.3,0.0,12.3,60.0,1014.0,5.8,12.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-24,24.2,8.6,16.2,0.0,12.4,56.0,1018.1,6.0,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-25,26.5,8.4,17.6,0.0,11.1,48.0,1015.0,4.8,21.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-26,28.5,10.4,19.5,0.0,12.0,48.0,1014.4,6.6,16.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-27,28.7,12.2,20.6,0.0,11.6,47.0,1013.5,7.6,84.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-28,29.0,13.4,20.9,0.0,16.4,51.0,1013.7,9.6,60.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-29,26.2,15.8,20.9,0.0,16.9,51.0,1013.2,10.0,77.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-30,26.3,15.4,20.7,0.2,18.2,60.0,1012.4,12.2,61.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-03-31,26.2,13.8,19.0,2.9,14.5,61.0,1010.9,10.9,29.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-01,26.6,12.6,19.5,0.0,14.0,52.0,1011.3,8.2,1.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-02,28.0,10.9,19.8,0.0,14.5,45.0,1007.8,5.6,49.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-03,29.5,10.7,20.7,0.0,10.0,41.0,1006.4,4.6,16.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-04,25.9,14.3,19.8,0.7,20.2,45.0,1007.4,7.2,32.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-05,27.5,11.9,19.7,0.0,12.6,39.0,1009.1,4.0,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-06,28.9,10.3,20.3,0.0,11.3,35.0,1007.9,1.7,38.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-07,26.5,17.3,21.4,0.0,22.2,31.0,1011.1,3.0,71.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-08,28.5,14.1,21.5,0.0,13.7,37.0,1011.2,5.4,10.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-09,31.3,13.1,22.7,0.0,13.6,33.0,1006.7,3.7,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-10,33.3,12.6,23.4,0.0,11.3,29.0,1005.3,2.4,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-11,34.5,13.0,24.3,0.0,11.8,33.0,1005.6,3.9,5.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-12,35.3,14.4,25.6,0.0,10.0,32.0,1005.3,4.9,33.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-13,35.2,17.8,26.2,0.5,14.1,33.0,1004.0,7.4,87.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-14,30.3,18.9,24.0,1.6,19.1,41.0,1004.1,9.4,78.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-15,31.9,15.2,23.9,0.0,11.5,39.0,1005.9,7.3,10.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-16,33.2,16.7,25.3,0.0,13.4,35.0,1007.0,7.0,20.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-17,34.3,16.0,26.1,0.0,12.7,34.0,1005.0,7.3,56.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-18,34.7,18.7,27.1,0.1,13.5,32.0,1005.5,7.7,71.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-19,34.8,19.1,26.8,0.0,15.5,36.0,1006.0,9.0,61.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-20,35.1,19.6,27.6,0.4,13.0,32.0,1005.1,8.3,42.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-21,35.3,20.6,27.6,1.4,16.1,33.0,1002.9,8.6,86.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-22,30.3,21.4,25.6,1.6,11.0,40.0,1005.7,10.4,95.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-23,32.4,18.9,26.0,0.3,11.8,42.0,1005.0,11.0,34.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-24,34.1,18.9,27.2,0.2,13.3,39.0,1002.6,10.7,15.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-25,36.2,19.7,28.4,0.0,16.6,26.0,999.0,4.1,23.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-26,36.2,17.3,27.9,0.0,10.2,22.0,999.9,1.6,12.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-27,34.6,18.5,27.1,1.1,17.6,26.0,1002.2,3.9,30.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-28,33.1,17.8,26.2,0.0,11.3,26.0,1002.3,3.4,18.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-29,33.7,17.8,26.0,0.0,13.5,23.0,1004.0,1.8,7.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-04-30,35.2,17.8,27.0,0.0,13.0,23.0,1005.9,2.0,12.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-01,36.6,18.8,28.6,0.0,17.4,18.0,1003.8,0.0,18.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-02,39.4,18.9,30.0,0.0,15.8,19.0,1002.2,1.6,24.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-03,40.5,20.8,31.7,0.0,11.1,23.0,1003.5,6.0,94.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-04,39.0,25.3,31.3,2.2,17.8,27.0,1004.2,9.1,90.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-05,37.0,23.4,30.1,0.0,10.7,34.0,1006.1,10.7,48.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-06,34.8,24.3,29.2,0.4,15.8,35.0,1006.3,11.4,20.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-07,35.2,23.2,29.0,0.0,13.5,41.0,1007.4,13.9,5.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-08,35.6,24.2,29.9,0.0,14.7,41.0,1006.4,14.8,10.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-09,37.7,25.7,31.6,0.0,12.0,39.0,1005.1,15.2,7.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-10,39.1,25.5,32.6,0.0,16.2,39.0,1002.9,16.0,8.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-11,39.6,28.1,33.6,0.4,12.7,36.0,1000.9,15.7,36.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-12,40.0,26.3,31.5,2.2,26.2,44.0,1000.9,16.9,35.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-13,34.0,25.2,28.8,1.3,13.7,59.0,1004.7,19.7,59.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-14,35.6,22.2,28.9,2.6,11.8,55.0,1002.6,18.0,30.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-15,36.7,22.6,29.4,1.8,14.8,50.0,1000.5,16.7,38.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-16,36.7,21.9,29.8,0.3,11.3,50.0,1000.7,16.9,29.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-17,38.4,22.4,31.0,0.1,13.3,38.0,997.8,13.3,41.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-18,39.1,22.8,30.5,0.0,16.3,36.0,997.0,12.6,60.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-19,37.7,22.4,30.9,2.1,9.0,33.0,997.1,11.6,28.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-20,39.4,21.7,31.4,0.0,11.9,34.0,997.6,11.3,2.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-21,41.4,22.2,32.6,0.1,17.7,26.0,996.8,8.8,11.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-22,40.8,22.6,32.3,2.9,20.7,29.0,996.5,11.4,11.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-23,36.3,26.3,31.5,0.7,20.2,37.0,999.5,14.7,23.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-24,37.2,24.2,31.5,0.2,7.6,36.0,998.3,13.7,7.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-25,39.1,23.9,32.1,0.2,13.7,28.0,995.5,9.2,4.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-26,39.3,21.9,31.2,0.0,12.1,24.0,994.3,6.6,0.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-27,40.0,22.3,32.1,0.3,15.9,26.0,996.5,8.6,12.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-28,40.1,24.8,33.2,0.0,10.8,28.0,998.7,11.4,21.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-29,40.7,25.3,31.8,2.8,17.4,36.0,998.9,13.9,60.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-30,37.2,25.7,31.2,4.1,26.9,40.0,1000.7,15.4,71.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-05-31,36.1,24.1,30.5,1.0,16.8,43.0,1001.1,15.5,33.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-01,37.7,23.1,31.1,0.0,8.9,39.0,998.3,13.4,12.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-02,38.4,22.3,30.7,1.4,14.4,39.0,998.9,13.8,32.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-03,34.4,24.5,28.1,2.4,11.6,52.0,1000.2,16.9,48.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-04,32.9,22.4,27.4,0.3,17.4,53.0,1001.4,16.6,20.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-05,36.4,21.9,29.7,0.0,7.6,41.0,1001.1,12.6,30.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-06,38.2,21.7,31.2,0.0,8.7,29.0,999.3,8.8,32.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-07,38.4,25.4,31.9,0.0,10.0,27.0,998.0,10.0,22.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-08,36.3,25.2,30.3,0.4,19.1,42.0,997.0,15.3,40.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-09,30.8,22.0,27.2,4.5,10.2,62.0,1001.9,19.1,74.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-10,33.8,23.2,28.5,0.3,10.6,50.0,1001.8,16.1,53.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-11,36.0,21.3,29.5,0.0,10.8,43.0,999.6,14.0,1.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-12,38.4,22.8,31.6,0.0,10.7,37.0,997.7,14.1,4.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-13,39.9,23.9,33.0,0.0,11.9,33.0,996.2,13.6,7.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-14,40.7,26.7,33.5,0.2,14.1,34.0,996.0,14.7,20.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-15,40.6,26.0,34.1,0.0,14.9,35.0,995.6,15.2,4.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-16,41.6,25.8,34.5,0.0,9.1,30.0,994.7,13.0,9.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-17,40.0,28.1,34.1,0.0,11.5,36.0,996.4,16.4,13.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-18,39.3,28.6,33.9,0.1,13.8,41.0,996.8,18.3,26.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-19,38.6,28.4,33.5,0.0,15.5,42.0,997.7,18.1,22.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-20,37.4,26.5,32.2,1.4,13.0,45.0,999.0,18.4,25.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-21,38.7,26.1,32.9,0.0,12.8,39.0,997.8,15.2,16.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-22,38.4,26.6,32.1,0.9,10.9,36.0,996.9,14.9,12.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-23,35.9,26.5,30.8,0.4,15.0,46.0,999.6,17.7,27.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-24,35.1,24.1,30.1,2.0,10.8,55.0,997.6,19.8,29.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-25,37.4,27.6,32.3,0.5,8.7,52.0,995.4,20.8,21.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-26,37.6,28.8,32.9,0.0,14.1,52.0,996.2,21.5,26.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-27,35.8,24.2,30.6,6.4,13.4,61.0,998.2,21.8,39.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-28,33.7,24.6,29.0,5.7,12.9,67.0,1000.6,22.1,70.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-29,33.9,24.2,28.8,11.8,8.6,72.0,1000.6,22.8,43.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-06-30,27.0,23.3,24.9,73.6,12.6,83.0,1001.6,21.8,84.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-01,29.3,23.7,26.1,1.3,11.8,80.0,1001.7,22.2,78.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-02,31.8,23.0,27.4,0.2,8.3,77.0,1000.7,22.5,26.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-03,31.2,24.0,27.5,4.8,13.7,75.0,1000.4,22.5,32.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-04,32.6,23.7,28.1,0.9,6.4,73.0,1000.5,22.4,27.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-05,34.5,23.6,29.4,0.0,5.8,66.0,999.1,21.7,3.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-06,35.9,24.7,30.7,0.0,7.6,63.0,996.2,22.2,5.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-07,36.9,27.4,32.2,0.0,10.7,59.0,995.3,22.7,15.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-08,33.2,23.8,29.0,9.1,11.0,71.0,996.4,22.9,36.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-09,30.8,24.9,27.9,5.8,13.8,78.0,995.7,23.5,60.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-10,32.7,25.3,28.7,1.8,9.6,75.0,994.4,23.4,25.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-11,30.1,23.3,26.8,14.1,9.7,80.0,996.9,22.9,63.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-12,31.5,23.3,27.5,3.8,12.2,76.0,999.3,22.7,59.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-13,32.5,23.7,27.9,5.6,11.9,77.0,999.2,23.2,29.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-14,32.2,24.8,28.1,4.0,10.9,77.0,998.1,23.4,50.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-15,32.4,23.7,28.1,1.8,7.4,77.0,996.5,23.4,17.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-16,31.8,23.9,27.4,2.8,10.8,79.0,996.5,23.3,49.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-17,30.3,22.9,26.3,7.9,9.4,79.0,997.8,22.2,57.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-18,32.7,24.0,28.3,0.3,9.8,71.0,996.0,22.2,15.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-19,32.3,23.9,28.2,0.6,10.1,74.0,996.4,22.9,69.0,Islamabad,Punjab,33.6844,73.0479,540.0
2000-07-20,32.0,24.1,28.1,1.2,9.7,74.0,998.1,22.7,69.0,Islamabad,Punjab,33.6844,73.0479,540.0
